Name,Region,Coat of Arms,Words,Titles,Seats,Current Lord,Heir,Overlord,Founded,Founder,Died Out,Ancestral Weapons,Cadet Branches,Sworn Members,URL
House Pyle,The Crownlands,A grey iron greathelm on white,,[''],[''],,,https://www.anapioficeandfire.com/api/houses/16,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/308
House Pyne,The Crownlands,,,[''],[''],,,https://www.anapioficeandfire.com/api/houses/16,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/309
House Qoherys of Harrenhal,The Riverlands,"A flaming red and yellow saltire between four white skulls, on a black field(Sable, a saltire rayonné gules, tipped or, between four skulls argent)",,['Lord of Harrenhal'],['Harrenhal'],,,https://www.anapioficeandfire.com/api/houses/395,ca. 1 AC,https://www.anapioficeandfire.com/api/characters/841,37 AC or shortly after,[''],[],['https://www.anapioficeandfire.com/api/characters/841'],https://www.anapioficeandfire.com/api/houses/310
House Qorgyle of Sandstone,Dorne,"Gules, three scorpions sable.",,['Lord of Sandstone'],['Sandstone'],https://www.anapioficeandfire.com/api/characters/845,https://www.anapioficeandfire.com/api/characters/441,https://www.anapioficeandfire.com/api/houses/285,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/138', 'https://www.anapioficeandfire.com/api/characters/441', 'https://www.anapioficeandfire.com/api/characters/834', 'https://www.anapioficeandfire.com/api/characters/845']",https://www.anapioficeandfire.com/api/houses/311
House Quagg,The Neck,,,[''],[''],,,https://www.anapioficeandfire.com/api/houses/318,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/312
House Rambton,The Crownlands,"Gules, a ram's head cabossed argent attired or",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/372,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/507'],https://www.anapioficeandfire.com/api/houses/313
House Redbeard,Beyond the Wall,,,['King of the Wildlings'],[''],https://www.anapioficeandfire.com/api/characters/1423,,https://www.anapioficeandfire.com/api/houses/15,300 AC,,,[''],[],['https://www.anapioficeandfire.com/api/characters/1423'],https://www.anapioficeandfire.com/api/houses/314
House Redding,The Reach,"Gules, a flagon Or within a bordure chequy Or and argent",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/398,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/315
House Redfort of Redfort,The Vale,"A red castle, on a white field, within a red embattled border(Argent, a castle within a bordure embattled gules)",As Strong as Stone,['Lord of Redfort'],['Redfort'],https://www.anapioficeandfire.com/api/characters/499,,https://www.anapioficeandfire.com/api/houses/7,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/261', 'https://www.anapioficeandfire.com/api/characters/499', 'https://www.anapioficeandfire.com/api/characters/541', 'https://www.anapioficeandfire.com/api/characters/582', 'https://www.anapioficeandfire.com/api/characters/768', 'https://www.anapioficeandfire.com/api/characters/1133', 'https://www.anapioficeandfire.com/api/characters/1299']",https://www.anapioficeandfire.com/api/houses/316
House Redwyne of the Arbor,The Reach,"Azure, a grape cluster proper",,"['Lord of the Arbor', 'King of the Arbor (formerly)']",['The Arbor'],https://www.anapioficeandfire.com/api/characters/815,https://www.anapioficeandfire.com/api/characters/498,https://www.anapioficeandfire.com/api/houses/398,,https://www.anapioficeandfire.com/api/characters/425,,[''],[],"['https://www.anapioficeandfire.com/api/characters/198', 'https://www.anapioficeandfire.com/api/characters/304', 'https://www.anapioficeandfire.com/api/characters/307', 'https://www.anapioficeandfire.com/api/characters/425', 'https://www.anapioficeandfire.com/api/characters/496', 'https://www.anapioficeandfire.com/api/characters/498', 'https://www.anapioficeandfire.com/api/characters/754', 'https://www.anapioficeandfire.com/api/characters/784', 'https://www.anapioficeandfire.com/api/characters/815', 'https://www.anapioficeandfire.com/api/characters/945', 'https://www.anapioficeandfire.com/api/characters/1184']",https://www.anapioficeandfire.com/api/houses/317
House Reed of Greywater Watch,The Neck,"Vert, a lizard-lion sable",,[''],['Greywater Watch'],https://www.anapioficeandfire.com/api/characters/506,https://www.anapioficeandfire.com/api/characters/571,https://www.anapioficeandfire.com/api/houses/362,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/506', 'https://www.anapioficeandfire.com/api/characters/571', 'https://www.anapioficeandfire.com/api/characters/735', 'https://www.anapioficeandfire.com/api/characters/1572']",https://www.anapioficeandfire.com/api/houses/318
House Reyne of Castamere,The Westerlands,"A red lion rampant regardant with a forked tail, with gold teeth and claws, on a silver field(Argent, a lion rampant regardant queue-fourché gules, armed and langued or)",,['Lord of Castamere'],['Castamere'],,,https://www.anapioficeandfire.com/api/houses/229,,,261 AC,[''],['https://www.anapioficeandfire.com/api/houses/408'],"['https://www.anapioficeandfire.com/api/characters/367', 'https://www.anapioficeandfire.com/api/characters/893']",https://www.anapioficeandfire.com/api/houses/319
House Rhysling,The Reach,"An oaken door banded with iron, in a grey stone doorway, on black masonry",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/398,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/910'],https://www.anapioficeandfire.com/api/houses/320
House Risley,The Reach,"A black knight on a black rearing horse on white, bearing a golden lance and a white shield, upon which is seen the above in miniature",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/398,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/342'],https://www.anapioficeandfire.com/api/houses/321
House Rogers of Amberly,The Stormlands,"Nine silver unicorns around a silver maze, on a black field(Sable, a maze surrounded by an orle of nine unicorns rampant argent)",,[''],['Amberly'],,,https://www.anapioficeandfire.com/api/houses/17,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/322
House Rollingford,The Crownlands,"Six roundels fountain, 3-2-1, on grey",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/16,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/323
House Roote of Lord Harroway's Town,The Riverlands,"A brown double-headed horse on a field of wavy green and green(Wavy vert and vert, a two-headed horse tenné)",,[''],"[""Lord Harroway's Town""]",,,https://www.anapioficeandfire.com/api/houses/10,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/657'],https://www.anapioficeandfire.com/api/houses/324
House Rosby of Rosby,The Crownlands,"Ermine, three chevronels gules",,['Lord of Rosby'],['Rosby'],https://www.anapioficeandfire.com/api/characters/458,,https://www.anapioficeandfire.com/api/houses/16,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/199', 'https://www.anapioficeandfire.com/api/characters/458']",https://www.anapioficeandfire.com/api/houses/325
House Rowan of Goldengrove,The Reach,"Argent, a tree eradicated",,['Lord of Goldengrove and Marshall of the Northmarch'],['Goldengrove'],https://www.anapioficeandfire.com/api/characters/731,,https://www.anapioficeandfire.com/api/houses/398,,https://www.anapioficeandfire.com/api/characters/1908,,[''],"['https://www.anapioficeandfire.com/api/houses/291', 'https://www.anapioficeandfire.com/api/houses/419']","['https://www.anapioficeandfire.com/api/characters/198', 'https://www.anapioficeandfire.com/api/characters/731', 'https://www.anapioficeandfire.com/api/characters/880']",https://www.anapioficeandfire.com/api/houses/326
House Roxton of the Ring,The Reach,"Bleu celeste, per saltire a chain of rings Or",,[''],['The Ring'],,,https://www.anapioficeandfire.com/api/houses/398,,,,['Orphan-Maker'],[],[],https://www.anapioficeandfire.com/api/houses/327
House Royce of Runestone,The Vale,"Black iron studs on a bronze field, bordered with runes(Tenné pelletée, an orle of ancient runes sable)",We Remember,"['High King of the Vale, the Fingers and the Mountains of the Moon (formerly)', 'Lord of Runestone']",['Runestone'],https://www.anapioficeandfire.com/api/characters/1131,https://www.anapioficeandfire.com/api/characters/116,https://www.anapioficeandfire.com/api/houses/7,Age of Heroes,,,['Lamentation'],['https://www.anapioficeandfire.com/api/houses/329'],"['https://www.anapioficeandfire.com/api/characters/116', 'https://www.anapioficeandfire.com/api/characters/558', 'https://www.anapioficeandfire.com/api/characters/608', 'https://www.anapioficeandfire.com/api/characters/648', 'https://www.anapioficeandfire.com/api/characters/818', 'https://www.anapioficeandfire.com/api/characters/878', 'https://www.anapioficeandfire.com/api/characters/892', 'https://www.anapioficeandfire.com/api/characters/948', 'https://www.anapioficeandfire.com/api/characters/1104', 'https://www.anapioficeandfire.com/api/characters/1131', 'https://www.anapioficeandfire.com/api/characters/1133', 'https://www.anapioficeandfire.com/api/characters/1929']",https://www.anapioficeandfire.com/api/houses/328
House Royce of the Gates of the Moon,The Vale,"A black portcullis over a white crescent moon, on a purple field, bordered with runes on bronze(Purpure, a moon increscent argent surmounted by a portcullis sable, all within a bordure tenné charged with ancient runes of the third)",,['Lord of the Gates of the Moon'],['Gates of the Moon'],https://www.anapioficeandfire.com/api/characters/1755,https://www.anapioficeandfire.com/api/characters/67,https://www.anapioficeandfire.com/api/houses/7,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/67', 'https://www.anapioficeandfire.com/api/characters/774', 'https://www.anapioficeandfire.com/api/characters/1256', 'https://www.anapioficeandfire.com/api/characters/1741', 'https://www.anapioficeandfire.com/api/characters/1755', 'https://www.anapioficeandfire.com/api/characters/1788', 'https://www.anapioficeandfire.com/api/characters/1864']",https://www.anapioficeandfire.com/api/houses/329
House Ruthermont,The Vale,"Five black starfish on a gold pale, on a field of pean(Pean, on a pale or five starfish sable)",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/7,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/330
House Ruttiger,The Westerlands,"An orange engrailed bend, on a black field(Sable, a bend tenné engrailed)",,[''],[''],https://www.anapioficeandfire.com/api/characters/857,,https://www.anapioficeandfire.com/api/houses/229,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/857'],https://www.anapioficeandfire.com/api/houses/331
House Ryder of the Rills,The North,,,[''],['Rills'],,,https://www.anapioficeandfire.com/api/houses/362,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/332
House Ryger of Willow Wood,The Riverlands,"A green weeping willow, on a white field(Argent, a willow-tree vert)",,[''],['Willow Wood'],,,https://www.anapioficeandfire.com/api/houses/10,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/909', 'https://www.anapioficeandfire.com/api/characters/1038']",https://www.anapioficeandfire.com/api/houses/333
House Rykker of Duskendale,The Crownlands,"Azure, a cross saltire argent charged with two crossed warhammers sable",,['Lord of Duskendale'],['The Dun Fort'],https://www.anapioficeandfire.com/api/characters/861,,https://www.anapioficeandfire.com/api/houses/16,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/861', 'https://www.anapioficeandfire.com/api/characters/1910']",https://www.anapioficeandfire.com/api/houses/334
House Ryswell of the Rills,The North,"Bronze, a horse's head sable orbed and maned gules within a bordure engrailed sable",,['Lord of the Rills'],[''],https://www.anapioficeandfire.com/api/characters/915,,https://www.anapioficeandfire.com/api/houses/34,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/166', 'https://www.anapioficeandfire.com/api/characters/196', 'https://www.anapioficeandfire.com/api/characters/714', 'https://www.anapioficeandfire.com/api/characters/885', 'https://www.anapioficeandfire.com/api/characters/911', 'https://www.anapioficeandfire.com/api/characters/915', 'https://www.anapioficeandfire.com/api/characters/934', 'https://www.anapioficeandfire.com/api/characters/1888']",https://www.anapioficeandfire.com/api/houses/335
House Saltcliffe of Saltcliffe,Iron Islands,"Argent, a serpent nine-headed sable",,[''],['Saltcliffe'],https://www.anapioficeandfire.com/api/characters/323,,https://www.anapioficeandfire.com/api/houses/169,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/323'],https://www.anapioficeandfire.com/api/houses/336
House Santagar of Spottswood,Dorne,"Per bend sinister azure and argent, a leopard rampant Or spotted sable bearing an axe of the third",,['the Knight of Spottswood'],['Spottswood'],https://www.anapioficeandfire.com/api/characters/1002,https://www.anapioficeandfire.com/api/characters/999,https://www.anapioficeandfire.com/api/houses/285,Andal Invasion,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/135', 'https://www.anapioficeandfire.com/api/characters/999', 'https://www.anapioficeandfire.com/api/characters/1002']",https://www.anapioficeandfire.com/api/houses/337
House Sarsfield of Sarsfield,The Westerlands,"A green arrow on a white bend, on a green field(Vert, on a bend argent an arrow of the field, point to dexter chief)",True to the Mark,[''],['Sarsfield'],,,https://www.anapioficeandfire.com/api/houses/229,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/745'],https://www.anapioficeandfire.com/api/houses/338
House Sarwyck,The Westerlands,A broken silver sword on red,,[''],['Riverspring'],,,https://www.anapioficeandfire.com/api/houses/229,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/339
House Seaworth of Cape Wrath,The Stormlands,"A black ship on a pale grey field, with a white onion on its sails(Cendrée, a ship sable, its sail charged with an onion argent)",,[''],[''],https://www.anapioficeandfire.com/api/characters/1319,https://www.anapioficeandfire.com/api/characters/308,https://www.anapioficeandfire.com/api/houses/15,284 AC,https://www.anapioficeandfire.com/api/characters/1319,,[''],[],"['https://www.anapioficeandfire.com/api/characters/308', 'https://www.anapioficeandfire.com/api/characters/710', 'https://www.anapioficeandfire.com/api/characters/1155', 'https://www.anapioficeandfire.com/api/characters/1310', 'https://www.anapioficeandfire.com/api/characters/1319', 'https://www.anapioficeandfire.com/api/characters/1676', 'https://www.anapioficeandfire.com/api/characters/1683', 'https://www.anapioficeandfire.com/api/characters/1964', 'https://www.anapioficeandfire.com/api/characters/1967']",https://www.anapioficeandfire.com/api/houses/340
